"idx","AID","address","lat","lon"
833,"A691062","2600 Gracy Farms Lane in Austin (TX)",30.405414,-97.711702
834,"A691159","Travis (TX)",-1.0,-1.0
835,"A691180","4020 Lost Oasis Hollow in Austin (TX)",30.165355,-97.872505
836,"A691523","1156 W Cesar Chavez in Austin (TX)",-1.0,-1.0
837,"A691615","Austin (TX)",-1.0,-1.0
838,"A691616","Blue Buff Road And Old Highway 20 in Travis (TX)",-1.0,-1.0
839,"A691844","13917 Fm 812 in Travis (TX)",30.120163,-97.635041
840,"A691944","3930 Bee Caves in Austin (TX)",30.266386,-97.783122
841,"A692102","4300 Ih 35 in Austin (TX)",-1.0,-1.0
842,"A692104","Woodland Village Drive And Robin Ridge in Austin (TX)",-1.0,-1.0
843,"A692150","6904 Walkup Lane in Austin (TX)",30.150746,-97.739866
844,"A692216","8308 Horton Trail in Austin (TX)",30.204185,-97.84707
845,"A692217","Pflugerville (TX)",-1.0,-1.0
846,"A692538","7912 Journeyville Drive in Austin (TX)",30.249918,-97.87661
847,"A692724","Austin (TX)",-1.0,-1.0
848,"A692724","2711 South Ih 35 in Austin (TX)",-1.0,-1.0
849,"A693026","Norfolk And Goldbridge in Austin (TX)",-1.0,-1.0
850,"A693036","9301 Hog Eye Rd in Travis (TX)",30.281695,-97.622514
851,"A693036","5803 Bitterwood Drive in Austin (TX)",-1.0,-1.0
852,"A693065","Austin (TX)",-1.0,-1.0
853,"A693187","2609 Rosewood Avenue in Austin (TX)",30.272236,-97.705864
854,"A693460","Rochester Lane And Weatherford Drive in Austin (TX)",-1.0,-1.0
855,"A693723","106 Meteor Drive in Austin (TX)",30.190415,-97.780786
856,"A693761","14012 Ceylon Tea Circle in Travis (TX)",30.416714,-97.638006
857,"A693871","8504 Panadero Dr in Austin (TX)",30.153896,-97.745027
858,"A693896","8504 Panadero Dr in Austin (TX)",30.153896,-97.745027
859,"A693925","Travis (TX)",-1.0,-1.0
860,"A693948","7301 Berkman Dr in Austin (TX)",30.327121,-97.687404
861,"A694241","Austin (TX)",-1.0,-1.0
862,"A694323","900 Gardner Rd in Austin (TX)",30.254105,-97.686259
863,"A694709","12100 Park Thirty Five Circle in Austin (TX)",30.394066,-97.675239
864,"A694714","Austin (TX)",-1.0,-1.0
865,"A694905","Webberville Road And Delta Post Drive in Austin (TX)",-1.0,-1.0
866,"A694905","4517 Cleto St in Austin (TX)",30.240108,-97.577368
867,"A694935","8201 Frontier Valley Drive in Austin (TX)",30.226449,-97.693617
868,"A694967","900 Springdale Rd in Austin (TX)",30.293512,-97.67787
869,"A694967","800 Springdale Road in Austin (TX)",30.293512,-97.67787
870,"A695072","Wentworth Drive And Loyola Lane in Austin (TX)",-1.0,-1.0
871,"A695083","15424  Fm 1825 in Travis (TX)",30.441066,-97.666219
872,"A695215","Travis (TX)",-1.0,-1.0
873,"A695232","Austin (TX)",-1.0,-1.0
874,"A695232","Austin (TX)",-1.0,-1.0
875,"A695280","6304 Earlyway Drive in Austin (TX)",-1.0,-1.0
876,"A695316","Travis (TX)",-1.0,-1.0
877,"A695410","Austin (TX)",-1.0,-1.0
878,"A695421","Austin (TX)",-1.0,-1.0
879,"A695702","Austin (TX)",-1.0,-1.0
880,"A695835","Jordan Lane in Austin (TX)",-1.0,-1.0
881,"A695867","Parmer And Lighlight in Austin (TX)",-1.0,-1.0
882,"A695979","Summit Street And Sunnyvale Drive in Austin (TX)",-1.0,-1.0
883,"A696048","Austin (TX)",-1.0,-1.0
884,"A696054","125 High Ridge Drive in Travis (TX)",-1.0,-1.0
885,"A696129","Austin (TX)",-1.0,-1.0
886,"A696129","Austin (TX)",-1.0,-1.0
887,"A696130","Bolm Rd And Shady Ln in Austin (TX)",-1.0,-1.0
888,"A696243","Austin (TX)",-1.0,-1.0
889,"A696292","Outside Jurisdiction",-1.0,-1.0
890,"A696313","11809 Charing Cross in Austin (TX)",30.429215,-97.768598
891,"A696402","7513 Rio Pass in Austin (TX)",30.315439,-97.65548
892,"A696438","East Braker Lane And Dessau Road in Austin (TX)",-1.0,-1.0
893,"A696441","906 Walter Street in Austin (TX)",30.26705,-97.711871
894,"A696449","13000 Fm 812 in Travis (TX)",30.129961,-97.643453
895,"A696695","4007 Avenue C in Austin (TX)",30.30433,-97.733186
896,"A696965","45Th Street And Duval Street in Austin (TX)",-1.0,-1.0
897,"A696968","Pflugerville (TX)",-1.0,-1.0
898,"A697397","Austin (TX)",-1.0,-1.0
899,"A697575","Austin (TX)",-1.0,-1.0
900,"A697609","8Th And Trinity in Austin (TX)",-1.0,-1.0
901,"A697658","Austin (TX)",-1.0,-1.0
902,"A698226","Austin (TX)",-1.0,-1.0
903,"A698418","1104 Omega St in Austin (TX)",-1.0,-1.0
904,"A698533","Mopac And Highway 183 in Austin (TX)",-1.0,-1.0
905,"A698677","1000 Montopolis Drive in Austin (TX)",30.222531,-97.705005
906,"A698716","Austin (TX)",-1.0,-1.0
907,"A698790","4209 Airport in Austin (TX)",29.70439,-98.028964
908,"A698833","Outside Jurisdiction",-1.0,-1.0
909,"A698833","Austin (TX)",-1.0,-1.0
910,"A698833","Austin (TX)",-1.0,-1.0
911,"A698918","Austin (TX)",-1.0,-1.0
912,"A699336","Austin (TX)",-1.0,-1.0
913,"A699445","4612 Sherwyn Drive in Austin (TX)",30.281487,-97.660743
914,"A700015","Hamilton Point Circle in Travis (TX)",-1.0,-1.0
915,"A700121","Cottonwood And North Hearsey Drive in Austin (TX)",-1.0,-1.0
916,"A700146","8002 Willet Trail in Austin (TX)",30.197682,-97.825643
917,"A700310","Austin (TX)",-1.0,-1.0
918,"A700407","Coronado Hills in Austin (TX)",-1.0,-1.0
919,"A700407","St.Johns And Blessing Avenue in Austin (TX)",-1.0,-1.0
920,"A700407","906 East Leslie Circle in Austin (TX)",30.255616,-97.687439
921,"A700407","Cameron And Saint Johns in Austin (TX)",-1.0,-1.0
922,"A700475","Austin (TX)",-1.0,-1.0
923,"A700551","1106 Reinli Street in Austin (TX)",30.317085,-97.702238
924,"A700551","3909 N Ih 35 Service Rd in Austin (TX)",-1.0,-1.0
925,"A700632","Austin (TX)",-1.0,-1.0
926,"A700767","Austin (TX)",-1.0,-1.0
927,"A700839","7707 Wynne Ln in Austin (TX)",30.189318,-97.802684
928,"A700839","Dittmar in Austin (TX)",-1.0,-1.0
929,"A701132","8401 Hathaway Drive in Austin (TX)",30.365131,-97.725113
930,"A701178","Austin (TX)",-1.0,-1.0
931,"A701378","3101 Oak Springs Dr in Austin (TX)",30.273021,-97.699768
932,"A701387","7210 Geneva Drive in Austin (TX)",30.320978,-97.673917
933,"A701515","3508 Breckenridge Drive in Austin (TX)",30.201677,-97.695972
934,"A701516","East Ben White And Montopolis in Austin (TX)",-1.0,-1.0
935,"A701744","West Sixth Street And Interstate 35 in Austin (TX)",-1.0,-1.0
936,"A701902","1600 E Wells Branch in Travis (TX)",30.446082,-97.677174
937,"A701902","1319 Quail Park Dr in Travis (TX)",30.366504,-97.709517
938,"A701937","5001 Aberdeen Drive in Austin (TX)",30.215187,-97.779938
939,"A701990","2206 East 12Th Street in Austin (TX)",30.274491,-97.716436
940,"A701990","8000 City Top in Austin (TX)",30.304203,-97.625624
941,"A702000","3307 Mc Call in Austin (TX)",30.292269,-97.764004
942,"A702004","Highway 183 And Mckenzie Road in Austin (TX)",-1.0,-1.0
943,"A702019","Williamson (TX)",-1.0,-1.0
944,"A702112","6808 Porter Street in Austin (TX)",30.229841,-97.693579
945,"A702180","Dorchester Heights Lane And Magna Carta Loop in Travis (TX)",-1.0,-1.0
946,"A702229","Austin (TX)",-1.0,-1.0
947,"A702250","Austin (TX)",-1.0,-1.0
948,"A702324","Austin (TX)",-1.0,-1.0
949,"A702464","1156 W Cesar Chavez in Austin (TX)",-1.0,-1.0
950,"A702915","Austin (TX)",-1.0,-1.0
951,"A703184","4802 Transit Circle in Austin (TX)",30.427653,-97.724352
952,"A703310","844 Airport Boulevard in Austin (TX)",30.258371,-97.693633
953,"A703476","Travis (TX)",-1.0,-1.0
954,"A703543","1501 South Heatherwilde Boulevard in Pflugerville (TX)",30.432934,-97.652328
955,"A703597","3601 Pierce Rd in Austin (TX)",30.224498,-97.864634
956,"A703598","Austin (TX)",-1.0,-1.0
957,"A703657","Blue Stem Trail in Austin (TX)",-1.0,-1.0
958,"A703711","4315 Jinx in Austin (TX)",30.224754,-97.778001
959,"A703762","Austin (TX)",-1.0,-1.0
960,"A703972","East Rundberg Lane And Dessau Lane in Austin (TX)",-1.0,-1.0
961,"A703972","Meadowmear Drive And Dessau Road in Austin (TX)",-1.0,-1.0
962,"A704101","9210 Northgate And Rundberg in Austin (TX)",-1.0,-1.0
963,"A704598","Austin (TX)",-1.0,-1.0
964,"A704697","Austin (TX)",-1.0,-1.0
965,"A704720","9201 Circuit Of The Americas Blvd in Austin (TX)",30.13468,-97.638182
966,"A704925","11805 Dunfries Ln in Austin (TX)",30.355323,-97.611991
967,"A705094","Ruffed Grouse Drive And Morning Quail Drive in Austin (TX)",-1.0,-1.0
968,"A705094","11614N Ruffed Grouse Drive in Austin (TX)",-1.0,-1.0
969,"A705274","Austin (TX)",-1.0,-1.0
970,"A705360","4434 Frontier Trail in Austin (TX)",30.231409,-97.795764
971,"A705492","2601 S Pleasant Valley Rd in Austin (TX)",30.226427,-97.727905
972,"A705603","Manor (TX)",-1.0,-1.0
973,"A705625","Outside Jurisdiction",-1.0,-1.0
974,"A705625","Parker And Woodward in Austin (TX)",-1.0,-1.0
975,"A705625","2511 Montopolis Drive in Austin (TX)",30.218647,-97.707212
976,"A705625","2901 Montopolis Drive in Austin (TX)",30.214757,-97.710041
977,"A705625","7201 Levander Loop in Austin (TX)",30.25148,-97.690812
978,"A705734","13405 Brahmin Dr in Austin (TX)",30.257994,-97.586339
979,"A705803","Austin (TX)",-1.0,-1.0
980,"A705804","Austin (TX)",-1.0,-1.0
981,"A705880","12309 Sky Harbor Dr in Travis (TX)",30.169238,-97.630073
982,"A705923","4402 Dovehill Drive in Austin (TX)",30.188795,-97.752973
983,"A705987","1714 Nightview in Travis (TX)",30.411941,-97.629939
984,"A706178","Austin (TX)",-1.0,-1.0
985,"A706178","Austin (TX)",-1.0,-1.0
986,"A706181","Austin (TX)",-1.0,-1.0
987,"A706233","5303 Wolf Ln in Travis (TX)",30.177641,-97.544482
988,"A706234","Austin (TX)",-1.0,-1.0
989,"A706271","6940 Chinook Dr in Austin (TX)",30.242121,-97.88715
990,"A706273","Austin (TX)",-1.0,-1.0
991,"A706280","Travis (TX)",-1.0,-1.0
992,"A706290","Austin (TX)",-1.0,-1.0
993,"A706291","Austin (TX)",-1.0,-1.0
994,"A706291","Outside Jurisdiction",-1.0,-1.0
995,"A706298","Emerald Forrest And William Cannon in Austin (TX)",-1.0,-1.0
996,"A706342","Manor (TX)",-1.0,-1.0
997,"A706498","Peppertree Parkway And Terri Road in Austin (TX)",-1.0,-1.0
998,"A706653","1010 Rundberg Lane in Austin (TX)",30.365445,-97.701053
999,"A706761","Austin (TX)",-1.0,-1.0
1000,"A706829","3300 Oak Creek in Austin (TX)",30.18745,-97.841432
1001,"A706833","2805 Rogge Lane in Austin (TX)",30.304492,-97.681454
1002,"A706846","6402 Navarro Creek in Travis (TX)",30.165183,-97.594308
1003,"A706911","Austin (TX)",-1.0,-1.0
1004,"A706952","Airport Boulevard And Springdale Road in Austin (TX)",-1.0,-1.0
1005,"A707010","5621 Sunday Silence Dr in Austin (TX)",-1.0,-1.0
1006,"A707363","Austin (TX)",-1.0,-1.0
1007,"A707415","10511 Etta Ln in Austin (TX)",-1.0,-1.0
1008,"A707617","2512 Gate Ridge Drive in Austin (TX)",30.150239,-97.849581
1009,"A707669","4311 Everest Lane in Austin (TX)",30.419258,-97.725972
1010,"A707703","Sand Dunes Avenue And Hovenweep Drive in Austin (TX)",-1.0,-1.0
1011,"A707705","Austin (TX)",-1.0,-1.0
1012,"A707712","12317 Calibri Lane in Austin (TX)",30.391303,-97.646902
1013,"A708063","10405 Marietta Drive in Austin (TX)",30.163822,-97.823717
1014,"A708191","Austin (TX)",-1.0,-1.0
1015,"A708359","6600 Ed Bluestein Boulevard in Austin (TX)",30.305514,-97.661542
1016,"A708364","15316 Sweet Mimosa in Travis (TX)",30.146992,-97.594583
1017,"A708372","7201 Levander Loop in Austin (TX)",30.25148,-97.690812
1018,"A708411","200 Block Of Bastrop Highway in Austin (TX)",-1.0,-1.0
1019,"A708411","1500 Faro Drive in Austin (TX)",30.234123,-97.714444
1020,"A708411","14015 South Turnersville Road in Travis (TX)",-1.0,-1.0
1021,"A708411","1500 Faro Dr in Austin (TX)",30.234123,-97.714444
1022,"A708475","Austin (TX)",-1.0,-1.0
1023,"A708508","Travis (TX)",-1.0,-1.0
1024,"A708508","Austin (TX)",-1.0,-1.0
1025,"A708551","1101 Wheatley Avenue in Austin (TX)",30.33266,-97.69379
1026,"A708551","E Anderson Ln And Ih 35 in Austin (TX)",-1.0,-1.0
1027,"A708734","1149 Brookswood in Austin (TX)",30.267056,-97.687951
1028,"A708849","Us 290 Highway And George Bush St in Manor (TX)",-1.0,-1.0
1029,"A709018","Jones Road And Westgate in Austin (TX)",-1.0,-1.0
1030,"A709091","Austin (TX)",-1.0,-1.0
1031,"A709091","Austin (TX)",-1.0,-1.0
1032,"A709191","1200 Estancia Parkway in Austin (TX)",30.123004,-97.806174
1033,"A709260","Manor (TX)",-1.0,-1.0
1034,"A709260","Outside Jurisdiction",-1.0,-1.0
1035,"A709297","Frontier Valley in Austin (TX)",-1.0,-1.0
1036,"A709319","5304 Delores Ave in Austin (TX)",30.273545,-97.681716
1037,"A709380","7601 Daffan Lane in Travis (TX)",30.314063,-97.620806
1038,"A709407","Ivanhoe Trail in Austin (TX)",-1.0,-1.0
1039,"A709539","Springdale And Airport in Austin (TX)",-1.0,-1.0
1040,"A709653","15202 Pocmont Trail in Travis (TX)",30.075744,-97.644486
1041,"A709668","Austin (TX)",-1.0,-1.0
1042,"A709918","11505 Hereford Street in Travis (TX)",-1.0,-1.0
1043,"A710054","12711 Von Quintus in Travis (TX)",30.100699,-97.667369
1044,"A710066","333 East Slaughter Lane in Austin (TX)",30.165951,-97.780802
1045,"A710104","7505 Groundhog Way in Austin (TX)",30.159823,-97.73094
1046,"A710225","South Hersey Dive in Austin (TX)",-1.0,-1.0
1047,"A710402","Austin (TX)",-1.0,-1.0
1048,"A710409","12223 Shropshire Blvd in Austin (TX)",30.388916,-97.656365
1049,"A710439","9704 Kendal Drive in Austin (TX)",30.355466,-97.674034
1050,"A710439","Austin (TX)",-1.0,-1.0
1051,"A710486","Austin (TX)",-1.0,-1.0
1052,"A710633","2142 East 7Th Street in Austin (TX)",30.26197,-97.717969
1053,"A710633","Willow Creek And Woodland Ave in Austin (TX)",-1.0,-1.0
1054,"A710662","Austin (TX)",-1.0,-1.0
1055,"A710738","Austin (TX)",-1.0,-1.0
1056,"A710738","Austin (TX)",-1.0,-1.0
1057,"A710856","4434 Frontier in Austin (TX)",30.231409,-97.795764
1058,"A710865","208 N Pleasant Valley in Austin (TX)",30.230263,-97.724199
1059,"A711117","Austin (TX)",-1.0,-1.0
1060,"A711134","Travis (TX)",-1.0,-1.0
1061,"A711168","Manchaca Road in Austin (TX)",-1.0,-1.0
1062,"A711168","4706 Turnstone Dr in Austin (TX)",30.187885,-97.74753
1063,"A711535","Merilltown Drive in Austin (TX)",-1.0,-1.0
1064,"A711624","12400 Old Highway 20 in Travis (TX)",30.341861,-97.578386
1065,"A711676","1127 Delano St in Austin (TX)",30.272768,-97.677813
1066,"A711676","Austin (TX)",-1.0,-1.0
1067,"A711939","West Gate And Stassney in Austin (TX)",-1.0,-1.0
1068,"A712130","3004 Burleson Road in Austin (TX)",30.221715,-97.734729
1069,"A712292","Austin (TX)",-1.0,-1.0
1070,"A712321","12709 Palfrey Dr in Austin (TX)",30.425311,-97.706676
1071,"A712717","1401 St Edwards in Austin (TX)",30.226948,-97.75461
1072,"A712788","6401 Nasoni Cove in Austin (TX)",30.225137,-97.871386
1073,"A712790","Austin (TX)",-1.0,-1.0
1074,"A712865","1800 E Stassney in Austin (TX)",-1.0,-1.0
1075,"A712868","Austin (TX)",-1.0,-1.0
1076,"A713025","Purple Sage in Austin (TX)",-1.0,-1.0
1077,"A713387","4800 Bergfield Drive in Austin (TX)",30.196928,-97.733958
1078,"A713387","Austin (TX)",-1.0,-1.0
1079,"A713661","Hogan Avenue in Austin (TX)",-1.0,-1.0
1080,"A714015","3101 Ben White Boulevard in Austin (TX)",30.220691,-97.687153
1081,"A714015","Austin (TX)",-1.0,-1.0
1082,"A714201","7104 Kildare Cove in Austin (TX)",30.29856,-97.641676
1083,"A714297","Austin (TX)",-1.0,-1.0
1084,"A714501","3901 Shoal Creek in Austin (TX)",30.30825,-97.747567
1085,"A714515","Pflugerville (TX)",-1.0,-1.0
1086,"A714568","Austin (TX)",-1.0,-1.0
1087,"A714669","Parmer Lane And Metric Drive in Austin (TX)",-1.0,-1.0
1088,"A714669","1141 Richardine Avenue in Austin (TX)",30.270988,-97.685491
1089,"A714953","Bolm Rd And Walton Ln in Austin (TX)",-1.0,-1.0
1090,"A715029","Metro Center Drive And Metlink Road in Austin (TX)",-1.0,-1.0
1091,"A715037","Blueberry Hill in Austin (TX)",-1.0,-1.0
1092,"A715045","5908 Hammermill Run in Austin (TX)",30.189898,-97.749132
1093,"A715045","4303 Munson St in Austin (TX)",30.269733,-97.692997
1094,"A715046","5908 Hammermill Run in Austin (TX)",30.189898,-97.749132
1095,"A715097","12922 Meehan Dr in Austin (TX)",30.419534,-97.6864
1096,"A715128","Austin (TX)",-1.0,-1.0
1097,"A715179","21205 W Hwy 71 in Travis (TX)",30.236076,-97.877539
1098,"A715189","Austin (TX)",-1.0,-1.0
1099,"A715366","North Lamar And Rundberg in Austin (TX)",-1.0,-1.0
1100,"A715385","Jain Lane in Austin (TX)",-1.0,-1.0
1101,"A715474","6704 Haney Drive in Austin (TX)",30.318057,-97.684678
1102,"A715541","Coronado Hills in Austin (TX)",-1.0,-1.0
1103,"A715545","Pendleton Lane And Tipton Drive in Austin (TX)",-1.0,-1.0
1104,"A715554","Travis (TX)",-1.0,-1.0
1105,"A715704","11213 Metric Blvd in Austin (TX)",30.375117,-97.72005
1106,"A715718","Anderson Mill Road And Spicewood Springs in Austin (TX)",-1.0,-1.0
1107,"A715825","Austin (TX)",-1.0,-1.0
1108,"A715870","Austin (TX)",-1.0,-1.0
1109,"A715871","Austin (TX)",-1.0,-1.0
1110,"A716175","Springdale And Ledesma in Austin (TX)",-1.0,-1.0
1111,"A716379","6607 Brodie Lane in Austin (TX)",30.217145,-97.828057
1112,"A716592","6409 Springdale Road in Austin (TX)",30.307142,-97.669395
1113,"A716646","Austin (TX)",-1.0,-1.0
1114,"A716669","2201 Montopolis Dr in Austin (TX)",30.222231,-97.704346
1115,"A716669","Austin (TX)",-1.0,-1.0
1116,"A716730","4434 Frontier Trail in Austin (TX)",30.231409,-97.795764
1117,"A716740","1207 Willow Street in Austin (TX)",30.258743,-97.732371
1118,"A716774","Howard Ln in Austin (TX)",-1.0,-1.0
1119,"A716774","401 Wimberley Street in Williamson (TX)",30.554685,-97.554504
1120,"A716867","1704 Nelms Dr in Austin (TX)",30.192998,-97.76505
1121,"A716991","Austin (TX)",-1.0,-1.0
1122,"A717008","Austin (TX)",-1.0,-1.0
1123,"A717053","Adelphi Lane And Waters Park Road in Austin (TX)",-1.0,-1.0
1124,"A717053","Oneal Lane And Mopac in Austin (TX)",-1.0,-1.0
1125,"A717102","Austin (TX)",-1.0,-1.0
1126,"A717165","Austin (TX)",-1.0,-1.0
1127,"A717220","Teri Road And China Berry Road in Austin (TX)",-1.0,-1.0
1128,"A717242","Charger Way And Wildhorse Ranch in Travis (TX)",-1.0,-1.0
1129,"A717365","Pflugerville (TX)",-1.0,-1.0
1130,"A717665","Austin (TX)",-1.0,-1.0
1131,"A717760","Austin (TX)",-1.0,-1.0
1132,"A717760","Manor (TX)",-1.0,-1.0
1133,"A717788","2106 Klattenhoff Drive in Austin (TX)",-1.0,-1.0
1134,"A717880","Austin (TX)",-1.0,-1.0
1135,"A718019","Austin (TX)",-1.0,-1.0
1136,"A718077","Brodie And Davis Lane in Austin (TX)",-1.0,-1.0
1137,"A718077","Pflugerville (TX)",-1.0,-1.0
1138,"A718077","Austin (TX)",-1.0,-1.0
1139,"A718077","6211 Manor Road in Austin (TX)",30.30766,-97.674443
1140,"A718284","James Buchanan Street in Manor (TX)",-1.0,-1.0
1141,"A718285","17000 James Buchanan Street in Manor (TX)",-1.0,-1.0
1142,"A718298","Austin (TX)",-1.0,-1.0
1143,"A718327","4505 Revere Road in Austin (TX)",30.200622,-97.74253
1144,"A718327","Burleson Manor in Manor (TX)",-1.0,-1.0
1145,"A718327","8712 Lone Tree Drive in Travis (TX)",30.281692,-97.516287
1146,"A718416","512 East Slaughter Lane in Austin (TX)",30.160183,-97.776592
1147,"A718482","12804 Mystic Drive in Austin (TX)",-1.0,-1.0
1148,"A718538","East 12Th Street And Airport Boulevard in Austin (TX)",-1.0,-1.0
1149,"A718577","4713 Red Bluff Dr in Austin (TX)",-1.0,-1.0
1150,"A718577","Travis (TX)",-1.0,-1.0
1151,"A718664","10900 Research Blvd in Austin (TX)",30.402205,-97.747309
1152,"A718708","13616 N 183 in Austin (TX)",-1.0,-1.0
1153,"A718745","Austin (TX)",-1.0,-1.0
1154,"A718789","Austin (TX)",-1.0,-1.0
1155,"A718810","Travis (TX)",-1.0,-1.0
1156,"A718877","South 1St Street And Barton Springs Road in Austin (TX)",-1.0,-1.0
1157,"A718877","1703 S 1St St in Austin (TX)",30.247894,-97.755324
1158,"A718877","Ben White Boulevard And South First in Austin (TX)",-1.0,-1.0
1159,"A718877","Newton Street in Austin (TX)",-1.0,-1.0
1160,"A719140","Outside Jurisdiction",-1.0,-1.0
1161,"A719147","2814 Gonzales Street in Austin (TX)",30.260147,-97.708614
1162,"A719173","5605 Waywood in Austin (TX)",-1.0,-1.0
1163,"A719173","5605 Waywood in Austin (TX)",-1.0,-1.0
1164,"A719191","West William Cannon Drive And Beckett Road in Austin (TX)",-1.0,-1.0
1165,"A719289","Travis (TX)",-1.0,-1.0
1166,"A719299","Austin (TX)",-1.0,-1.0
1167,"A719352","Austin (TX)",-1.0,-1.0
1168,"A719353","Austin (TX)",-1.0,-1.0
1169,"A719655","Lamplight Village Avenue And Scofield Lane in Austin (TX)",-1.0,-1.0
1170,"A719747","Blake Manor Rd in Manor (TX)",-1.0,-1.0
1171,"A719747","12 St And Brazos in Austin (TX)",-1.0,-1.0
1172,"A719747","12 St And Brazos in Austin (TX)",-1.0,-1.0
1173,"A719793","4604 Gonzales Street in Austin (TX)",30.256987,-97.700316
1174,"A719837","Austin (TX)",-1.0,-1.0
1175,"A719936","Austin (TX)",-1.0,-1.0
1176,"A719936","12809 Sago Palm Trl in Austin (TX)",-1.0,-1.0
1177,"A719936","Travis (TX)",-1.0,-1.0
1178,"A720128","Austin (TX)",-1.0,-1.0
1179,"A720131","2020 Petrified Forest Drive in Austin (TX)",30.155469,-97.786117
1180,"A720280","Stassney And Nuckols Crossing in Austin (TX)",-1.0,-1.0
1181,"A720405","Austin (TX)",-1.0,-1.0
1182,"A720411","6900 Ranch Road 620 North in Austin (TX)",30.402591,-97.855202
1183,"A720479","19009 Duty Street in Travis (TX)",30.358316,-97.517355
1184,"A720528","3210 Esperanza Xing in Austin (TX)",30.400419,-97.724716
1185,"A720576","Austin (TX)",-1.0,-1.0
1186,"A720606","Austin (TX)",-1.0,-1.0
1187,"A720606","Austin (TX)",-1.0,-1.0
1188,"A720698","Austin (TX)",-1.0,-1.0
1189,"A720883","10222 Missel Thrush in Austin (TX)",30.451483,-97.801404
1190,"A720883","Austin (TX)",-1.0,-1.0
1191,"A720883","Austin (TX)",-1.0,-1.0
1192,"A720901","Austin (TX)",-1.0,-1.0
1193,"A720905","Outside Jurisdiction",-1.0,-1.0
1194,"A721033","1936 East Oltorf Street in Austin (TX)",30.231385,-97.734151
1195,"A721033","1135 Airport Blvd in Austin (TX)",30.269492,-97.696292
1196,"A721033","700 Allen St in Austin (TX)",30.253865,-97.706056
1197,"A721033","1500 Red River in Austin (TX)",30.277153,-97.734404
1198,"A721033","South 1St And Stassney in Austin (TX)",-1.0,-1.0
1199,"A721033","1819 South Pleasant Valley Road in Austin (TX)",30.234521,-97.720654
1200,"A721033","Burton And Oltorf in Austin (TX)",-1.0,-1.0
1201,"A721033","Justin Lane And North Lamar in Austin (TX)",-1.0,-1.0
1202,"A721033","1135 Airport Boulevard in Austin (TX)",30.269492,-97.696292
1203,"A721087","Tara Drive And Salt Springs Drive in Austin (TX)",-1.0,-1.0
1204,"A721194","Travis (TX)",-1.0,-1.0
1205,"A721194","Austin (TX)",-1.0,-1.0
1206,"A721358","Kern Ramble in Austin (TX)",-1.0,-1.0
1207,"A721372","701 W Longspur Blvd in Austin (TX)",30.366409,-97.693002
1208,"A721496","3101 Centrum Drive in Austin (TX)",30.362377,-97.641954
1209,"A721497","1910 Galewood Dr in Austin (TX)",30.366822,-97.715445
1210,"A721523","10800 Harrisglenn in Austin (TX)",30.399598,-97.654697
1211,"A721649","6750 Corpus Christi Dr in Austin (TX)",30.44197,-97.750408
1212,"A721683","Fm 812 And 183 in Travis (TX)",-1.0,-1.0
1213,"A721736","Downtown in Austin (TX)",-1.0,-1.0
1214,"A721737","Austin (TX)",-1.0,-1.0
1215,"A721756","Austin (TX)",-1.0,-1.0
1216,"A721767","1405 Radam Circle in Austin (TX)",30.213043,-97.789857
1217,"A721781","1314 Southport Dr in Austin (TX)",30.233241,-97.776639
1218,"A721861","Austin (TX)",-1.0,-1.0
1219,"A721891","Austin (TX)",-1.0,-1.0
1220,"A721943","Ih 35 in Austin (TX)",-1.0,-1.0
1221,"A722024","Salt Springs Rd And Thaxton Rd in Austin (TX)",-1.0,-1.0
1222,"A722102","13200 Forest Sage Street in Manor (TX)",30.342461,-97.523115
1223,"A722125","1404 Pine Knoll Drive in Austin (TX)",30.380141,-97.702467
1224,"A722182","6402 Mcneil Drive in Austin (TX)",30.440348,-97.751502
1225,"A722253","2905 Spring Circle in Austin (TX)",30.299383,-97.683746
1226,"A722253","5105 Marymount Drive in Austin (TX)",30.297573,-97.683938
1227,"A722253","Austin (TX)",-1.0,-1.0
1228,"A722253","Austin (TX)",-1.0,-1.0
1229,"A722507","2425 East Riverside Drive in Austin (TX)",30.235703,-97.725978
1230,"A722704","Austin (TX)",-1.0,-1.0
1231,"A722781","Austin (TX)",-1.0,-1.0
1232,"A722781","Austin (TX)",-1.0,-1.0
1233,"A722861","2480 Ranch Rd in Travis (TX)",30.199094,-97.827623
1234,"A722952","2311 Brandts Wood Street in Austin (TX)",-1.0,-1.0
1235,"A722952","7700 Block Sassman in Austin (TX)",-1.0,-1.0
1236,"A722965","5400 Friedrich Ln in Austin (TX)",-1.0,-1.0
1237,"A722967","5400 Freidrich Ln in Austin (TX)",30.200571,-97.756311
1238,"A722968","5400 Freidrich Lane in Austin (TX)",30.200571,-97.756311
1239,"A722969","5400 Friedrich Ln in Austin (TX)",-1.0,-1.0
1240,"A723047","8412 Garcreek Circle in Austin (TX)",30.294992,-97.628272
1241,"A723252","Austin (TX)",-1.0,-1.0
1242,"A723273","600 Barwood Park in Austin (TX)",30.349501,-97.696669
1243,"A723285","William Cannon And South 1St in Austin (TX)",-1.0,-1.0
1244,"A723494","Austin (TX)",-1.0,-1.0
1245,"A723502","Austin (TX)",-1.0,-1.0
1246,"A723502","Austin (TX)",-1.0,-1.0
1247,"A723502","Austin (TX)",-1.0,-1.0
1248,"A723553","Austin (TX)",-1.0,-1.0
