"idx","AID","address","lat","lon"
6319,"A791474","414 Thompson Lane in Austin (TX)",30.240851,-97.68339
6320,"A791476","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6321,"A791477","1105 West Live Oak in Austin (TX)",-1.0,-1.0
6322,"A791478","1105 West Live Oak in Austin (TX)",-1.0,-1.0
6323,"A791479","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6324,"A791480","2312 Rachael Court in Austin (TX)",30.177909,-97.828367
6325,"A791481","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6326,"A791482","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6327,"A791483","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6328,"A791484","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6329,"A791485","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6330,"A791486","14906 Zurick Drive in Travis (TX)",30.130237,-97.611788
6331,"A791487","Highway 71 in Austin (TX)",-1.0,-1.0
6332,"A791488","Travis (TX)",-1.0,-1.0
6333,"A791489","Travis (TX)",-1.0,-1.0
6334,"A791490","2803 Jadewood Court in Austin (TX)",30.176671,-97.838527
6335,"A791492","183 And Jamestown Drive in Austin (TX)",-1.0,-1.0
6336,"A791493","Riverside And Crossing in Austin (TX)",-1.0,-1.0
6337,"A791494","9613 Carson Creek in Austin (TX)",30.22302,-97.666077
6338,"A791495","12118 Walnut Park Crossing in Austin (TX)",30.392755,-97.676733
6339,"A791495","Austin (TX)",-1.0,-1.0
6340,"A791495","Austin (TX)",-1.0,-1.0
6341,"A791496","Austin (TX)",-1.0,-1.0
6342,"A791497","Austin (TX)",-1.0,-1.0
6343,"A791498","East Braker Lane And Dessau Road in Austin (TX)",-1.0,-1.0
6344,"A791499","Slaughter And Brodie in Austin (TX)",-1.0,-1.0
6345,"A791500","Airport And Bolm Road in Austin (TX)",-1.0,-1.0
6346,"A791502","7528 Compass Drive in Austin (TX)",30.308885,-97.64164
6347,"A791503","7528 Compass Drive in Austin (TX)",30.308885,-97.64164
6348,"A791504","601 Thelma Drive in Austin (TX)",30.193737,-97.788766
6349,"A791506","4501 Patsy Parkway in Austin (TX)",30.176187,-97.759778
6350,"A791512","2800 Wellington Drive in Austin (TX)",30.309681,-97.687422
6351,"A791515","Anderson Mill Road in Austin (TX)",-1.0,-1.0
6352,"A791520","6108 Calmar Cv in Austin (TX)",30.256416,-97.682867
6353,"A791523","Austin (TX)",-1.0,-1.0
6354,"A791524","Austin (TX)",-1.0,-1.0
6355,"A791525","Austin (TX)",-1.0,-1.0
6356,"A791526","3017 Cheviot Ln in Austin (TX)",30.205297,-97.641338
6357,"A791527","5350 Burnet Rd in Austin (TX)",30.327505,-97.739921
6358,"A791528","2480 Ranch Rd in Travis (TX)",30.199094,-97.827623
6359,"A791529","12555 Old Kimbro Rd in Travis (TX)",30.342676,-97.504955
6360,"A791530","200 E Cesar Chavez in Austin (TX)",30.255896,-97.731707
6361,"A791531","709 West Lynn St in Austin (TX)",30.276474,-97.760914
6362,"A791532","19513 Wt Gallaway in Manor (TX)",-1.0,-1.0
6363,"A791532","Austin (TX)",-1.0,-1.0
6364,"A791533","Riverside And Grove in Austin (TX)",-1.0,-1.0
6365,"A791535","310 E 5Th St in Austin (TX)",30.266639,-97.74033
6366,"A791536","11704 Prairie Hen Lane in Austin (TX)",30.394019,-97.700697
6367,"A791537","1119 Gunter Street in Austin (TX)",30.265711,-97.698283
6368,"A791538","841 Airport Boulevard in Austin (TX)",30.257525,-97.692515
6369,"A791539","3500 Greystone Drive in Austin (TX)",30.358366,-97.749377
6370,"A791540","Martin Luther King Boulevard E And Sendero Hills Parkway in Austin (TX)",-1.0,-1.0
6371,"A791541","500 East Anderson Lane in Austin (TX)",30.341536,-97.701898
6372,"A791542","Redd Street And Mt Vernon Drive in Austin (TX)",-1.0,-1.0
6373,"A791543","9811 Fm 812 in Travis (TX)",30.140018,-97.663846
6374,"A791546","Highway 290 And South Lamar in Austin (TX)",-1.0,-1.0
6375,"A791546","Austin (TX)",-1.0,-1.0
6376,"A791547","8108 Fm 973 in Austin (TX)",30.160351,-97.66455
6377,"A791549","12725 Cinchring Lane in Austin (TX)",30.415071,-97.683531
6378,"A791550","Austin (TX)",-1.0,-1.0
6379,"A791550","Austin (TX)",-1.0,-1.0
6380,"A791551","Austin (TX)",-1.0,-1.0
6381,"A791552","1881 Grove in Austin (TX)",30.228635,-97.706148
6382,"A791553","3322 620 S in Travis (TX)",-1.0,-1.0
6383,"A791554","3322 620 S in Travis (TX)",-1.0,-1.0
6384,"A791559","6812 Quinton Drive in Austin (TX)",30.152177,-97.740166
6385,"A791560","Travis (TX)",-1.0,-1.0
6386,"A791561","6812 Quinton Drive in Austin (TX)",30.152177,-97.740166
6387,"A791567","201 West Ben White Boulevard in Austin (TX)",30.222336,-97.765117
6388,"A791568","15308 Quinley Dr in Travis (TX)",30.457891,-97.687044
6389,"A791571","1701 Oak Hill in Austin (TX)",30.165527,-97.785094
6390,"A791572","Palm Square 100 N By Highwat 35 in Travis (TX)",-1.0,-1.0
6391,"A791574","Saint Mary Drive in Manor (TX)",-1.0,-1.0
6392,"A791577","15501 Patrica St in Travis (TX)",30.451768,-97.669235
6393,"A791578","Austin (TX)",-1.0,-1.0
6394,"A791581","Austin (TX)",-1.0,-1.0
6395,"A791582","6203 Felix Ave in Austin (TX)",30.235736,-97.69817
6396,"A791583","200 East Cesar Chavez Street in Austin (TX)",30.263137,-97.742809
6397,"A791588","Highway 290 in Manor (TX)",-1.0,-1.0
6398,"A791589","2701 Francisco Street in Austin (TX)",30.262913,-97.710386
6399,"A791590","4710 Carter Lane in Austin (TX)",30.205296,-97.733976
6400,"A791590","Austin (TX)",-1.0,-1.0
6401,"A791591","14333 Teacup Lane in Pflugerville (TX)",-1.0,-1.0
6402,"A791592","14333 Teacup Lane in Pflugerville (TX)",-1.0,-1.0
6403,"A791593","Boulder Lane in Manor (TX)",-1.0,-1.0
6404,"A791594","Boulder Lane in Manor (TX)",-1.0,-1.0
6405,"A791595","1500 Faro Dr in Austin (TX)",30.234123,-97.714444
6406,"A791596","7928 Coulver Rd in Austin (TX)",-1.0,-1.0
6407,"A791597","Travis (TX)",-1.0,-1.0
6408,"A791598","Travis (TX)",-1.0,-1.0
6409,"A791599","Travis (TX)",-1.0,-1.0
6410,"A791600","10501 Cannon Mark Way in Austin (TX)",30.487017,-97.79544
6411,"A791601","1209 Deloney Street in Austin (TX)",30.278796,-97.692692
6412,"A791602","5401 East 7Th Street in Austin (TX)",30.266554,-97.733746
6413,"A791603","7928 Coulver Rd in Austin (TX)",-1.0,-1.0
6414,"A791604","1811 Mearns Meadow in Austin (TX)",30.382255,-97.710128
6415,"A791605","1811 Mernes Meadow in Austin (TX)",-1.0,-1.0
6416,"A791606","1811 Mernes Meadow in Austin (TX)",-1.0,-1.0
6417,"A791607","1811 Mernes Meadow in Austin (TX)",-1.0,-1.0
6418,"A791608","1811 Mernes Meadow in Austin (TX)",-1.0,-1.0
6419,"A791609","1811 Mernes Meadow in Austin (TX)",-1.0,-1.0
6420,"A791610","3715 South First Street in Austin (TX)",-1.0,-1.0
6421,"A791611","2777 East Highway 71 in Travis (TX)",30.210318,-97.651765
6422,"A791612","Center Ridge in Austin (TX)",-1.0,-1.0
6423,"A791612","Decker Lane And Larical Trail in Austin (TX)",-1.0,-1.0
6424,"A791613","2777 East Highway 71 in Travis (TX)",30.210318,-97.651765
6425,"A791614","2400 East Oltorf Street in Austin (TX)",30.229411,-97.729331
6426,"A791615","2400 East Oltorf Street in Austin (TX)",30.229411,-97.729331
6427,"A791616","4411 Airport Blvd in Austin (TX)",30.301313,-97.713863
6428,"A791617","701 Santaluz Path in Austin (TX)",-1.0,-1.0
6429,"A791618","2110 West Slaughter Lane in Austin (TX)",30.174848,-97.824173
6430,"A791622","1404 O K Corral in Austin (TX)",30.18096,-97.812113
6431,"A791624","Austin (TX)",-1.0,-1.0
6432,"A791625","401 Little Texas Lane in Austin (TX)",30.200678,-97.772482
6433,"A791626","Austin (TX)",-1.0,-1.0
6434,"A791627","Austin (TX)",-1.0,-1.0
6435,"A791628","Austin (TX)",-1.0,-1.0
6436,"A791629","1603 E Oltorf St in Austin (TX)",30.232901,-97.740294
6437,"A791632","Manor (TX)",-1.0,-1.0
6438,"A791634","Magin Meadow in Austin (TX)",-1.0,-1.0
6439,"A791636","Rodriguez Road And Simpson Lane in Austin (TX)",-1.0,-1.0
6440,"A791637","Killingsworth Lane in Pflugerville (TX)",-1.0,-1.0
6441,"A791639","7800 Crazy Horse Dr in Austin (TX)",-1.0,-1.0
6442,"A791640","Mckinney Falls Parkway in Austin (TX)",-1.0,-1.0
6443,"A791643","12900 N Ih 35 Sb in Austin (TX)",-1.0,-1.0
6444,"A791644","Deck Lake in Travis (TX)",-1.0,-1.0
6445,"A791647","19211 Blake Manor Rd in Travis (TX)",30.320113,-97.54163
6446,"A791650","8210 Bent Tree in Austin (TX)",30.37039,-97.744306
6447,"A791654","9121 Burklund Farms Road in Travis (TX)",30.118709,-97.646177
6448,"A791655","9121 Burklund Farms Road in Travis (TX)",30.118709,-97.646177
6449,"A791656","9121 Burklund Farms Road in Travis (TX)",30.118709,-97.646177
6450,"A791657","9121 Burklund Farms Road in Travis (TX)",30.118709,-97.646177
6451,"A791658","9121 Burklund Farms Road in Travis (TX)",30.118709,-97.646177
6452,"A791659","9121 Burklund Farms Road in Travis (TX)",30.118709,-97.646177
6453,"A791660","9121 Burklund Farms Road in Travis (TX)",30.118709,-97.646177
6454,"A791664","Laurel Grove Drive And Quail Creek in Austin (TX)",-1.0,-1.0
6455,"A791665","Austin (TX)",-1.0,-1.0
6456,"A791666","Austin (TX)",-1.0,-1.0
6457,"A791668","Dean Keaton And San Jacinto in Austin (TX)",-1.0,-1.0
6458,"A791668","Outside Jurisdiction",-1.0,-1.0
6459,"A791668","Austin (TX)",-1.0,-1.0
6460,"A791670","Travis (TX)",-1.0,-1.0
6461,"A791672","8225 North Fm 620 in Austin (TX)",30.432362,-97.841458
6462,"A791673","1600 Miami Drive in Austin (TX)",30.340705,-97.867923
6463,"A791674","Austin (TX)",-1.0,-1.0
6464,"A791675","Austin (TX)",-1.0,-1.0
6465,"A791675","Austin (TX)",-1.0,-1.0
6466,"A791676","Ramble in Austin (TX)",-1.0,-1.0
6467,"A791679","Sassman Road And Thaxton Road in Austin (TX)",-1.0,-1.0
6468,"A791680","3300 Fritz Hughes Park Road in Austin (TX)",-1.0,-1.0
6469,"A791681","Austin (TX)",-1.0,-1.0
6470,"A791682","923 Walter Street in Austin (TX)",30.268014,-97.711756
6471,"A791683","1212 Kenyon Drive in Austin (TX)",30.206761,-97.793183
6472,"A791684","1830 West Rundberg Lane in Austin (TX)",30.372188,-97.714484
6473,"A791685","East Hiway 290 And Springdale Road in Austin (TX)",-1.0,-1.0
6474,"A791685","1156 W Cesar Chavez in Austin (TX)",-1.0,-1.0
6475,"A791686","15906 Windermere Drive in Pflugerville (TX)",30.448219,-97.648878
6476,"A791688","Austin (TX)",-1.0,-1.0
6477,"A791689","Austin (TX)",-1.0,-1.0
6478,"A791692","Gilwell Drive And Dearbonne Drive in Travis (TX)",-1.0,-1.0
6479,"A791693","7Th Street in Austin (TX)",29.776149,-96.159962
6480,"A791695","Galway in Austin (TX)",-1.0,-1.0
6481,"A791695","Austin (TX)",-1.0,-1.0
6482,"A791697","110 Delmar in Austin (TX)",30.334308,-97.698311
6483,"A791698","Austin (TX)",-1.0,-1.0
6484,"A791699","Austin (TX)",-1.0,-1.0
6485,"A791700","1309 Cardial Hill Dr in Austin (TX)",-1.0,-1.0
6486,"A791702","1515 Wickersham Lane in Austin (TX)",30.235004,-97.71831
6487,"A791703","1515 Wickersham Lane in Austin (TX)",30.235004,-97.71831
6488,"A791703","100019 Burleson Road in Austin (TX)",30.168698,-97.660655
6489,"A791704","9202 Fm 812 in Austin (TX)",-1.0,-1.0
6490,"A791705","8600 Hwy 71 in Travis (TX)",-1.0,-1.0
6491,"A791706","1003 Valdez St in Austin (TX)",30.231965,-97.693805
6492,"A791707","7Th And Chicon in Austin (TX)",-1.0,-1.0
6493,"A791711","2110 Speedway in Austin (TX)",30.284164,-97.737859
6494,"A791712","600 Barwood Park in Austin (TX)",30.349501,-97.696669
6495,"A791712","Outside Jurisdiction",-1.0,-1.0
6496,"A791713","Austin (TX)",-1.0,-1.0
6497,"A791714","5111 Valley Oak Drive in Austin (TX)",30.332247,-97.756245
6498,"A791719","Newmont And Wagon Trail in Austin (TX)",-1.0,-1.0
6499,"A791720","1600 East Hwy 71 in Austin (TX)",30.219616,-97.674764
6500,"A791721","1600 East Hwy 71 in Austin (TX)",30.219616,-97.674764
6501,"A791722","1600 East Hwy 71 in Austin (TX)",30.219616,-97.674764
6502,"A791723","1600 East Hwy 71 in Austin (TX)",30.219616,-97.674764
6503,"A791724","1600 East Hwy 71 in Austin (TX)",30.219616,-97.674764
6504,"A791725","1600 East Hwy 71 in Austin (TX)",30.219616,-97.674764
6505,"A791726","1600 East Hwy 71 in Austin (TX)",30.219616,-97.674764
6506,"A791727","Austin (TX)",-1.0,-1.0
6507,"A791728","800 Dornach in Pflugerville (TX)",30.466082,-97.635391
6508,"A791731","24602 Sheep Hollow in Travis (TX)",30.587835,-97.9719
6509,"A791732","10000 North Lamar Boulevard in Austin (TX)",30.369263,-97.6951
6510,"A791733","7004 Hewers Drive in Travis (TX)",30.158777,-97.650262
6511,"A791734","3607 River Rd in Travis (TX)",30.197313,-97.511307
6512,"A791737","Cameron Road And Us 290 Service Roadeast Bound in Austin (TX)",-1.0,-1.0
6513,"A791738","Cameron Road And Us 290 Service Roadeast Bound in Austin (TX)",-1.0,-1.0
6514,"A791741","Brandling Iron Pass in Austin (TX)",-1.0,-1.0
6515,"A791742","701 East Ben White Boulevard in Austin (TX)",30.218019,-97.756211
6516,"A791743","8711 Verona Trail in Austin (TX)",30.199633,-97.848017
6517,"A791745","7625 North Ih 35 in Austin (TX)",-1.0,-1.0
6518,"A791745","Austin (TX)",-1.0,-1.0
6519,"A791748","5636 Nijmegen Drive in Travis (TX)",30.17011,-97.618106
6520,"A791749","2909 Crownover in Austin (TX)",30.227677,-97.589589
6521,"A791750","Bonneville Road in Austin (TX)",-1.0,-1.0
6522,"A791752","2608 Gonzales St in Austin (TX)",30.261494,-97.712079
6523,"A791753","6500 Tracor Lane in Austin (TX)",30.27789,-97.661363
6524,"A791755","1401 East Rundberg Lane in Austin (TX)",30.351666,-97.67835
6525,"A791756","1401 East Rundberg Lane in Austin (TX)",30.351666,-97.67835
6526,"A791757","1401 East Rundberg Lane in Austin (TX)",30.351666,-97.67835
6527,"A791758","1401 East Rundberg Lane in Austin (TX)",30.351666,-97.67835
6528,"A791760","1200 East Anderson Lane in Austin (TX)",30.335449,-97.689957
6529,"A791760","2800 Bear Springs Trail in Austin (TX)",30.145937,-97.856951
6530,"A791761","1401 Remmington Road in Austin (TX)",-1.0,-1.0
6531,"A791762","7858 El Dorado Drive in Austin (TX)",-1.0,-1.0
6532,"A791763","Austin (TX)",-1.0,-1.0
6533,"A791764","Austin (TX)",-1.0,-1.0
6534,"A791765","Austin (TX)",-1.0,-1.0
6535,"A791766","Austin (TX)",-1.0,-1.0
6536,"A791767","Austin (TX)",-1.0,-1.0
6537,"A791768","Austin (TX)",-1.0,-1.0
6538,"A791769","West Ben White Boulevard And South Congress in Austin (TX)",-1.0,-1.0
6539,"A791769","Austin (TX)",-1.0,-1.0
6540,"A791770","2025 East 7Th Street in Austin (TX)",30.266554,-97.733746
6541,"A791771","5404 Pendleton Ln in Austin (TX)",30.298586,-97.677701
6542,"A791772","2106 Klattenhoff Drive in Austin (TX)",-1.0,-1.0
6543,"A791774","Wells Branch Parkway And Tech Loop in Austin (TX)",-1.0,-1.0
6544,"A791775","9313 Myrick Park Trail in Austin (TX)",-1.0,-1.0
6545,"A791776","12609 Dessau Road in Austin (TX)",30.391433,-97.646232
6546,"A791778","4372 N Pace Bend Drive in Travis (TX)",-1.0,-1.0
6547,"A791779","815 W. Slaughter in Austin (TX)",30.173686,-97.806391
6548,"A791780","815 W Slaughter in Austin (TX)",30.173686,-97.806391
6549,"A791782","1300 Crossing Place in Austin (TX)",30.238302,-97.713504
6550,"A791784","6801 Northeast Drive in Austin (TX)",30.31757,-97.680042
6551,"A791785","508 East Howard Lane in Pflugerville (TX)",-1.0,-1.0
6552,"A791786","Airport Commerce Drive And Riverside East Riverside Srive in Austin (TX)",-1.0,-1.0
6553,"A791789","Interstate 35 And Slaughter Lane in Austin (TX)",-1.0,-1.0
6554,"A791789","Austin (TX)",-1.0,-1.0
6555,"A791794","4400 Switch Willow in Austin (TX)",-1.0,-1.0
6556,"A791795","6916 Bethune Ave in Austin (TX)",30.328305,-97.699731
6557,"A791797","Austin (TX)",-1.0,-1.0
6558,"A791798","3100 E 4Th in Austin (TX)",-1.0,-1.0
6559,"A791798","Austin (TX)",-1.0,-1.0
6560,"A791798","Travis (TX)",-1.0,-1.0
6561,"A791799","Live Oak And Meadowbrook in Austin (TX)",-1.0,-1.0
6562,"A791800","Thaxton Road And Mckinney Falls Parkway in Travis (TX)",-1.0,-1.0
6563,"A791801","Austin (TX)",-1.0,-1.0
6564,"A791801","Outside Jurisdiction",-1.0,-1.0
6565,"A791802","14008 Fm 969 Rd in Austin (TX)",-1.0,-1.0
6566,"A791803","15208 Sarahs Creek Drive in Travis (TX)",-1.0,-1.0
6567,"A791805","1101 Picadilly Drive in Travis (TX)",30.466507,-97.661628
6568,"A791807","Shropshire Boulevard And Rotherdam Drive in Austin (TX)",-1.0,-1.0
6569,"A791807","Austin (TX)",-1.0,-1.0
6570,"A791810","7505 Stonecliff Circle in Austin (TX)",30.360374,-97.755763
6571,"A791811","Austin (TX)",-1.0,-1.0
6572,"A791812","Austin (TX)",-1.0,-1.0
6573,"A791815","Tillery Street And Prado Street in Austin (TX)",-1.0,-1.0
6574,"A791816","Austin (TX)",-1.0,-1.0
6575,"A791816","Austin (TX)",-1.0,-1.0
6576,"A791820","Austin (TX)",-1.0,-1.0
6577,"A791821","Austin (TX)",-1.0,-1.0
6578,"A791822","1156 W Cesar Chavez in Austin (TX)",-1.0,-1.0
6579,"A791823","Austin (TX)",-1.0,-1.0
6580,"A791826","Hog Eye And Decker Lane in Travis (TX)",-1.0,-1.0
6581,"A791827","Austin (TX)",-1.0,-1.0
6582,"A791833","Austin (TX)",-1.0,-1.0
6583,"A791834","Austin (TX)",-1.0,-1.0
6584,"A791835","Austin (TX)",-1.0,-1.0
6585,"A791836","6231 E. Stassney in Austin (TX)",-1.0,-1.0
6586,"A791837","415 West 39Th Street in Austin (TX)",30.303365,-97.736384
6587,"A791838","Austin (TX)",-1.0,-1.0
6588,"A791839","415 West 39Th Street in Austin (TX)",30.303365,-97.736384
6589,"A791846","Little Hill Top Circle in Austin (TX)",-1.0,-1.0
6590,"A791847","1444 Colony Creek Drive in Austin (TX)",30.36614,-97.710378
6591,"A791849","Salt Springs And Orange Blossom in Austin (TX)",-1.0,-1.0
6592,"A791850","4434 Frontier Trail in Austin (TX)",30.231409,-97.795764
6593,"A791851","Austin (TX)",-1.0,-1.0
6594,"A791853","3351 Killingsworth in Pflugerville (TX)",-1.0,-1.0
6595,"A791854","2612 East Cesar Chavez in Austin (TX)",30.255896,-97.731707
6596,"A791855","5513 Prock Lane in Austin (TX)",30.267046,-97.681829
6597,"A791856","400 Industrial in Austin (TX)",30.218532,-97.761092
6598,"A791857","709 East Ben White in Austin (TX)",30.217846,-97.755796
6599,"A791858","326 Forest Lake Dr in Travis (TX)",-1.0,-1.0
6600,"A791863","Airport Boulevard And Moss Street in Austin (TX)",-1.0,-1.0
6601,"A791864","8403 Shoal Creek in Austin (TX)",30.369407,-97.737482
6602,"A791865","3230 Travis Country Ln in Austin (TX)",-1.0,-1.0
6603,"A791867","1316 Town Center in Pflugerville (TX)",30.468001,-97.602212
6604,"A791868","6306 Cottonmouth School Road in Austin (TX)",-1.0,-1.0
6605,"A791868","Outside Jurisdiction",-1.0,-1.0
6606,"A791869","6306 Cottonmouth School Road in Austin (TX)",-1.0,-1.0
6607,"A791870","Austin (TX)",-1.0,-1.0
6608,"A791871","4809 S Congress Avenue in Austin (TX)",30.212819,-97.769756
6609,"A791873","Austin (TX)",-1.0,-1.0
6610,"A791879","Austin (TX)",-1.0,-1.0
6611,"A791880","3614 Bill Price in Austin (TX)",30.199758,-97.647357
6612,"A791881","7701 Metropolis in Austin (TX)",30.205803,-97.693626
6613,"A791884","East 51St Street And Manor Road in Austin (TX)",-1.0,-1.0
6614,"A791886","Austin (TX)",-1.0,-1.0
6615,"A791887","Austin (TX)",-1.0,-1.0
6616,"A791888","Austin (TX)",-1.0,-1.0
6617,"A791889","Austin (TX)",-1.0,-1.0
6618,"A791890","2305 Granger Lane in Cedar Park (TX)",-1.0,-1.0
6619,"A791891","9219 Mckenzie in Travis (TX)",30.142531,-97.687678
6620,"A791892","9219 Mckenzie in Travis (TX)",30.142531,-97.687678
6621,"A791893","9219 Mckenzie in Travis (TX)",30.142531,-97.687678
6622,"A791894","9219 Mckenzie in Travis (TX)",30.142531,-97.687678
6623,"A791895","9219 Mckenzie in Travis (TX)",30.142531,-97.687678
6624,"A791896","2303 Ridgeview in Austin (TX)",30.255582,-97.777141
6625,"A791898","Austin (TX)",-1.0,-1.0
6626,"A791899","2811 La Frontera Boulevard in Austin (TX)",-1.0,-1.0
6627,"A791900","Austin (TX)",-1.0,-1.0
6628,"A791901","Austin (TX)",-1.0,-1.0
6629,"A791903","701 Center Ridge Drive in Austin (TX)",30.414414,-97.663929
6630,"A791911","10500 Thaxton Road in Austin (TX)",30.159505,-97.748176
6631,"A791917","412 E William Cannon in Austin (TX)",-1.0,-1.0
6632,"A791919","9024 Northgate in Austin (TX)",30.370226,-97.717131
6633,"A791924","1102 S Congress Ave in Austin (TX)",30.254456,-97.750236
6634,"A791925","13201 Piland Triangle in Travis (TX)",30.129235,-97.641574
6635,"A791926","13201 Piland Triangle in Travis (TX)",30.129235,-97.641574
6636,"A791927","13201 Piland Triangle in Travis (TX)",30.129235,-97.641574
6637,"A791928","13201 Piland Triangle in Travis (TX)",30.129235,-97.641574
6638,"A791929","West Slaughter Lane And Manchaca Road in Austin (TX)",-1.0,-1.0
6639,"A791930","West Slaughter Lane And Manchaca Road in Austin (TX)",-1.0,-1.0
6640,"A791931","West Slaughter Lane And Manchaca Road in Austin (TX)",-1.0,-1.0
6641,"A791932","West Slaughter Lane And Manchaca Road in Austin (TX)",-1.0,-1.0
6642,"A791934","10801  Manchaca Road in Austin (TX)",30.162587,-97.828772
6643,"A791935","701 Woodward in Austin (TX)",30.225402,-97.752067
6644,"A791938","Nash Hernandez Senior Road in Austin (TX)",-1.0,-1.0
6645,"A791940","Nash Hernandez Senior Road in Austin (TX)",-1.0,-1.0
6646,"A791941","Metric Boulevard And Cedar Bend Drive in Austin (TX)",-1.0,-1.0
6647,"A791942","Nash Hernandez Senior Road in Austin (TX)",-1.0,-1.0
6648,"A791943","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6649,"A791944","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6650,"A791945","Austin (TX)",-1.0,-1.0
6651,"A791946","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6652,"A791947","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6653,"A791948","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6654,"A791949","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6655,"A791950","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6656,"A791951","2408 Monarch Dr in Austin (TX)",30.179347,-97.828565
6657,"A791952","Riddle Road And Slaughter Lane in Austin (TX)",-1.0,-1.0
6658,"A791953","13934 Rector Loop in Manor (TX)",-1.0,-1.0
6659,"A791954","13934 Rector Loop in Manor (TX)",-1.0,-1.0
6660,"A791955","2300 Man O War in Travis (TX)",-1.0,-1.0
6661,"A791958","Manor (TX)",-1.0,-1.0
6662,"A791958","Austin (TX)",-1.0,-1.0
6663,"A791959","Manor (TX)",-1.0,-1.0
6664,"A791961","2201 Willow Creek Drive in Austin (TX)",30.230486,-97.729845
6665,"A791964","1303 Newfield in Austin (TX)",30.283539,-97.764077
6666,"A791966","Garrison Park in Austin (TX)",-1.0,-1.0
6667,"A791967","Austin (TX)",-1.0,-1.0
6668,"A791968","Austin (TX)",-1.0,-1.0
6669,"A791969","Austin (TX)",-1.0,-1.0
6670,"A791969","3600 Turkey Path Bend in Cedar Park (TX)",30.515832,-97.767508
6671,"A791972","Austin (TX)",-1.0,-1.0
6672,"A791973","15400 Delahunty Ln in Travis (TX)",30.441709,-97.650689
6673,"A791974","15400 Delahunty Ln in Travis (TX)",30.441709,-97.650689
6674,"A791976","Austin (TX)",-1.0,-1.0
6675,"A791976","Airport And Bolm in Austin (TX)",-1.0,-1.0
6676,"A791978","Austin (TX)",-1.0,-1.0
6677,"A791980","Austin (TX)",-1.0,-1.0
6678,"A791982","Austin (TX)",-1.0,-1.0
6679,"A791983","Austin (TX)",-1.0,-1.0
6680,"A791985","1333 Shore District Drive in Austin (TX)",30.243495,-97.726919
6681,"A791986","Thompkins Drive And Pegotty Place in Austin (TX)",-1.0,-1.0
6682,"A791987","West Slaughter Lane And Manchaca Road in Austin (TX)",-1.0,-1.0
6683,"A791988","12703 Ranch Road 620 North in Austin (TX)",30.392972,-97.910832
6684,"A791990","300 South Lamar Boulevard in Austin (TX)",30.262825,-97.758659
6685,"A791990","Outside Jurisdiction",-1.0,-1.0
6686,"A791992","Austin (TX)",-1.0,-1.0
6687,"A791993","6507 Hickman Avenue in Austin (TX)",30.317895,-97.688384
6688,"A791996","2109 Oak Motte in Austin (TX)",30.182394,-97.764538
6689,"A791997","6600 W William Cannon in Austin (TX)",-1.0,-1.0
6690,"A792001","Manor (TX)",-1.0,-1.0
6691,"A792002","Manor (TX)",-1.0,-1.0
6692,"A792003","Manor (TX)",-1.0,-1.0
6693,"A792004","Manor (TX)",-1.0,-1.0
6694,"A792005","Manor (TX)",-1.0,-1.0
6695,"A792007","Manor (TX)",-1.0,-1.0
6696,"A792008","Manor (TX)",-1.0,-1.0
6697,"A792012","Austin (TX)",-1.0,-1.0
6698,"A792013","Chicon Street And East 7Th Street in Austin (TX)",-1.0,-1.0
6699,"A792014","2300 Cloud Way in Austin (TX)",-1.0,-1.0
6700,"A792015","Zurick Drive And Alphine Drive in Travis (TX)",-1.0,-1.0
6701,"A792016","9500 Jollyville in Austin (TX)",30.44235,-97.77512
6702,"A792017","Edgefield Drive And Rockledge Drive in Austin (TX)",-1.0,-1.0
6703,"A792018","Ptarmigan Cv in Austin (TX)",-1.0,-1.0
6704,"A792018","Austin (TX)",-1.0,-1.0
6705,"A792018","Austin (TX)",-1.0,-1.0
6706,"A792018","Austin (TX)",-1.0,-1.0
6707,"A792018","Austin (TX)",-1.0,-1.0
6708,"A792019","7201 Levander Loop in Austin (TX)",30.25148,-97.690812
6709,"A792021","Wideleaf Drive And Shell Bark Cove in Austin (TX)",-1.0,-1.0
6710,"A792022","Wideleaf Drive And Shell Bark Cove in Austin (TX)",-1.0,-1.0
6711,"A792023","10005 Lorado Drive in Austin (TX)",30.256983,-97.632942
6712,"A792024","2246 Guadalupe St in Austin (TX)",30.286106,-97.742077
6713,"A792030","San Saba Street And Webberville Road in Austin (TX)",-1.0,-1.0
6714,"A792034","501 E Powell Ln in Austin (TX)",30.34613,-97.70021
6715,"A792035","Austin (TX)",-1.0,-1.0
6716,"A792036","9207 Sautelle Ln in Austin (TX)",30.206449,-97.878614
